sensitivity,change_class,target_changed,jurisdiction,level,estimate_pp,conf_low_pp,conf_high_pp,primary_pp,difference_from_primary_pp,n,n_issues,n_models,events_home,events_away,estimable,plottable,interval_reliable,replicate_failure_rate,glm_warnings,separation_detected,canonical_run_id,weighting,estimate,conf_low,conf_high,note.x,outcome,estimator,separation_blocking,separation_reason,observed_fit_extreme_weight,counterfactual_extreme_weight,estimand,causal_interpretation,sample,note.y,primary_estimable,estimable_flag_note,difference_note
functional_form,"A. estimator, same target",FALSE,CN,home x domain,NA,NA,NA,16.47950003466695,NA,4160,520,2,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,interaction not estimable: a level lacks one arm,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,CN,home x route_f,NA,NA,NA,16.47950003466695,NA,4160,520,2,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,interaction not estimable: a level lacks one arm,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,MENA,home x domain,NA,NA,NA,3.755812762623567,NA,6240,520,3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,canon_012,nested,0.02868367595933313,0.00786198140615397,0.04727299740910819,UNRELIABLE: 47.2% of draws undefined,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,MENA,home x route_f,NA,NA,NA,3.755812762623567,NA,6240,520,3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,canon_012,nested,0.029322396096457322,0.004306596260554565,0.057806530650583415,,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,India,home x domain,NA,NA,NA,-3.0681781328540083,NA,2076,520,1,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,interaction not estimable: a level lacks one arm,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,India,home x route_f,NA,NA,NA,-3.0681781328540083,NA,2076,520,1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,canon_012,nested,-0.003935538550085393,-0.054521166481368524,0.06802547505753995,,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,US,home x domain,NA,NA,NA,1.879257372329217,NA,8319,520,4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,canon_012,nested,0.015598720041774788,-0.013254825086627668,0.04462974288520956,UNRELIABLE: 16.8% of draws undefined,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
functional_form,"A. estimator, same target",FALSE,US,home x route_f,NA,NA,NA,1.879257372329217,NA,8319,520,4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,canon_012,nested,0.02620784760337601,-0.0018905404728396017,0.05779863964689197,,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,alternative adjustment terms for the same standardized contrast,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,CN,drop_deepseek-chat-v3.1,17.556831595647864,9.40250620611211,28.067052023133076,16.47950003466695,1.077331560980916,2080,520,1,91,76,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.17556831595647865,0.09402506206112109,0.28067052023133077,,refused_strict,maximum likelihood,FALSE,SE > 25; 64 fitted probabilities at 0 or 1,0.030769230769230715,0.030769230769230715,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,CN,drop_qwen3-max,14.659278722540408,8.12218816554803,23.64977849978958,16.47950003466695,-1.8202213121265398,2080,520,1,72,43,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.1465927872254041,0.08122188165548029,0.2364977849978958,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 140 fitted probabilities at 0 or 1,0.06730769230769212,0.06730769230769212,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,MENA,drop_allam-7b,1.335375280133568,-0.4087051217826848,3.032304527157201,3.755812762623567,-2.420437482489999,4160,520,2,59,125,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.013353752801335682,-0.004087051217826848,0.030323045271572008,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,MENA,drop_falcon3-10b,4.610300735315338,1.61177384787747,7.765745065717332,3.755812762623567,0.8544879726917709,4160,520,2,128,294,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.04610300735315338,0.0161177384787747,0.07765745065717332,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,MENA,drop_jais-8b,5.377257250119576,2.2846018360299363,8.728605171450019,3.755812762623567,1.6214444874960088,4160,520,2,153,355,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.053772572501195756,0.022846018360299362,0.08728605171450018,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,US,drop_claude-opus-4.5,2.094175650958438,-0.24446302821631516,4.509339733374416,1.879257372329217,0.2149182786292212,6239,520,3,31,152,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.02094175650958438,-0.0024446302821631515,0.04509339733374416,,refused_strict,maximum likelihood,FALSE,SE > 25; 192 fitted probabilities at 0 or 1,0.030769230769230695,0.030769230769230695,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,US,drop_gpt-4o,1.0789629918116321,-1.6171545335109117,3.8115169041198613,1.879257372329217,-0.8002943805175848,6240,520,3,30,196,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.010789629918116321,-0.016171545335109117,0.03811516904119861,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 876 fitted probabilities at 0 or 1,0.14038461538461494,0.14038461538461494,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,US,drop_gpt-5.1,2.4620481355711865,-0.3871063409939043,5.540772504770663,1.879257372329217,0.5827907632419695,6239,520,3,33,149,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.024620481355711866,-0.003871063409939043,0.055407725047706635,,refused_strict,maximum likelihood,FALSE,SE > 25; 192 fitted probabilities at 0 or 1,0.030769230769230695,0.030769230769230695,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
leave_one_model_out,D. model roster,TRUE,US,drop_grok-4.3,1.8123048540655784,-1.1630922981325695,4.470957012387528,1.879257372329217,-0.06695251826363857,6239,520,3,35,196,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.018123048540655783,-0.011630922981325696,0.044709570123875275,,refused_strict,maximum likelihood,FALSE,SE > 25; 192 fitted probabilities at 0 or 1,0.030769230769230695,0.030769230769230695,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"drops a model, so the equal-model target is over a different roster",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,CN,regular,17.69158317129702,8.877842497579728,28.870398476103492,16.47950003466695,1.2120831366300706,2080,520,2,95,67,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.17691583171297018,0.08877842497579727,0.2887039847610349,,refused_strict,maximum likelihood,FALSE,SE > 25; 64 fitted probabilities at 0 or 1,0.030769230769230715,0.030769230769230715,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,CN,boundary,15.034549056947341,8.30678205635111,25.12808527970366,16.47950003466695,-1.444950977719607,2080,520,2,68,52,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.1503454905694734,0.08306782056351111,0.2512808527970366,,refused_strict,maximum likelihood,FALSE,SE > 25; 64 fitted probabilities at 0 or 1,0.030769230769230715,0.030769230769230715,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,MENA,regular,3.7691492660243955,0.7810891858760108,7.2188074168235445,3.755812762623567,0.01333650340082837,3120,520,3,92,203,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.03769149266024396,0.0078108918587601085,0.07218807416823544,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,MENA,boundary,3.757532252938954,0.5324901179679024,7.1239244411875555,3.755812762623567,0.0017194903153869845,3120,520,3,78,184,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.03757532252938954,0.005324901179679023,0.07123924441187555,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,India,regular,-1.9482676631472338,-3.5409572431563974,0.1281130375151971,-3.0681781328540083,1.1199104697067745,1036,520,1,2,21,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.019482676631472337,-0.03540957243156397,0.0012811303751519708,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 329 fitted probabilities at 0 or 1,0.3192307692307682,0.3192307692307682,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
prompt_type,B. target population,TRUE,India,boundary,-4.209589212116216,-8.916414518486535,0.8399492834455233,-3.0681781328540083,-1.141411079262208,1040,520,1,29,87,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.042095892121162166,-0.08916414518486535,0.008399492834455234,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 146 fitted probabilities at 0 or 1,0.140384615384615,0.140384615384615,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,restricts to one prompt tier,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
